executionTime,symbol,base,quote,marketType,quoteVolume,coingeckoId,coingeckoName,marketCapMillion,marketCapRank,rankBucket,tradingViewLink,assetClass,scanSource,quotePair,aiResearchNeeded,score,scoreTier,reasoning,currentColor,trendDirection,previousColor,oldColor,grayCandles,currentColorAge,validTrendFlip,signal,reason
2026-05-21T19:31:06.963628+03:00,FFUSDT,FF,USDT,USDT,2855890.064074,falcon-finance-ff,Falcon Finance,212.6,182,mid,https://www.tradingview.com/chart/?symbol=FFUSDT,crypto,binance,USDT,False,0,D Ignore,"fresh signal, clean transition",Gold,UP / Bullish,Gray,,,1,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,KITEUSDT,KITE,USDT,USDT,2854347.58108,kite-2,Kite,517.5,100,large,https://www.tradingview.com/chart/?symbol=KITEUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,5,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ORDIUSDT,ORDI,USDT,USDT,3046049.71341,ordinals,ORDI,87.6,323,small,https://www.tradingview.com/chart/?symbol=ORDIUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,35,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,RONINUSDT,RONIN,USDT,USDT,2824302.942789,,,,,unknown,https://www.tradingview.com/chart/?symbol=RONINUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,25,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ATOMBTC,ATOM,BTC,BTC,2828003.22068,cosmos,Cosmos Hub,1021.9,69,large,https://www.tradingview.com/chart/?symbol=ATOMBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gray,Neutral / Gray,Gray,,,4,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ATOMUSDT,ATOM,USDT,USDT,2828003.22068,cosmos,Cosmos Hub,1021.9,69,large,https://www.tradingview.com/chart/?symbol=ATOMUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,8,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,POLUSDT,POL,USDT,USDT,2807003.448498,polygon-ecosystem-token,POL (ex-MATIC),965.3,73,large,https://www.tradingview.com/chart/?symbol=POLUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,3,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,POLBTC,POL,BTC,BTC,2807003.448498,polygon-ecosystem-token,POL (ex-MATIC),965.3,73,large,https://www.tradingview.com/chart/?symbol=POLBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,67,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ARUSDT,AR,USDT,USDT,2742816.1045,arweave,Arweave,143.0,234,mid,https://www.tradingview.com/chart/?symbol=ARUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,10,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,LRCBTC,LRC,BTC,BTC,2891184.21049,loopring,Loopring,20.4,892,small,https://www.tradingview.com/chart/?symbol=LRCBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,47,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,CRVUSDT,CRV,USDT,USDT,2680082.69372,curve-dao-token,Curve DAO,355.0,131,mid,https://www.tradingview.com/chart/?symbol=CRVUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,15,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,CRVBTC,CRV,BTC,BTC,2680082.69372,curve-dao-token,Curve DAO,355.0,131,mid,https://www.tradingview.com/chart/?symbol=CRVBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,4,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ARBTC,AR,BTC,BTC,2742816.1045,arweave,Arweave,143.0,234,mid,https://www.tradingview.com/chart/?symbol=ARBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,16,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,RONINBTC,RONIN,BTC,BTC,2824302.942789,,,,,unknown,https://www.tradingview.com/chart/?symbol=RONINBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,157,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,IOUSDT,IO,USDT,USDT,2567640.076318,io,io.net,50.8,495,small,https://www.tradingview.com/chart/?symbol=IOUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,15,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,IOBTC,IO,BTC,BTC,2567640.076318,io,io.net,50.8,495,small,https://www.tradingview.com/chart/?symbol=IOBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,SHIBUSDT,SHIB,USDT,USDT,2553339.91112128,shiba-inu,Shiba Inu,3401.4,33,large,https://www.tradingview.com/chart/?symbol=SHIBUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, fresh signal",Blue,DOWN / Bearish,Blue,Blue,24,2,False,No confirmed trend flip,No confirmed trend flip
2026-05-21T19:31:06.963628+03:00,WCTUSDT,WCT,USDT,USDT,2483854.710271,connect-token-wct,WalletConnect Token,12.1,1135,small,https://www.tradingview.com/chart/?symbol=WCTUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,11,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,SAPIENUSDT,SAPIEN,USDT,USDT,2662240.04173,sapien-2,Sapien,29.4,719,small,https://www.tradingview.com/chart/?symbol=SAPIENUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,14,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,MORPHOUSDT,MORPHO,USDT,USDT,2545567.04705,morpho,Morpho,1238.9,62,large,https://www.tradingview.com/chart/?symbol=MORPHOUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gold,UP / Bullish,Gold,,,43,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,SUSDT,S,USDT,USDT,2434370.982949,sonic-3,Sonic,178.8,201,mid,https://www.tradingview.com/chart/?symbol=SUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,18,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,SBTC,S,BTC,BTC,2434370.982949,sonic-3,Sonic,178.8,201,mid,https://www.tradingview.com/chart/?symbol=SBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,5,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DYDXUSDT,DYDX,USDT,USDT,2426662.5284806,dydx-chain,dYdX,128.5,251,mid,https://www.tradingview.com/chart/?symbol=DYDXUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,26,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ZBTUSDT,ZBT,USDT,USDT,2336372.43652,zerobase,ZEROBASE,36.6,614,small,https://www.tradingview.com/chart/?symbol=ZBTUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,42,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,OSMOUSDT,OSMO,USDT,USDT,2305017.947645,osmosis,Osmosis,47.3,522,small,https://www.tradingview.com/chart/?symbol=OSMOUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,10,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,OSMOBTC,OSMO,BTC,BTC,2305017.947645,osmosis,Osmosis,47.3,522,small,https://www.tradingview.com/chart/?symbol=OSMOBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,137,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,BROCCOLI714USDT,BROCCOLI714,USDT,USDT,2295026.50879,,,,,unknown,https://www.tradingview.com/chart/?symbol=BROCCOLI714USDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,23,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,HYPERUSDT,HYPER,USDT,USDT,2283325.5674,hyperlane,Hyperlane,39.3,583,small,https://www.tradingview.com/chart/?symbol=HYPERUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,25,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,RAYUSDT,RAY,USDT,USDT,2151915.9155,raydium,Raydium,206.0,183,mid,https://www.tradingview.com/chart/?symbol=RAYUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,18,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ZROUSDT,ZRO,USDT,USDT,2147458.19956,layerzero,LayerZero,346.9,134,mid,https://www.tradingview.com/chart/?symbol=ZROUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,27,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ZROBTC,ZRO,BTC,BTC,2147458.19956,layerzero,LayerZero,346.9,134,mid,https://www.tradingview.com/chart/?symbol=ZROBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,25,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ONTUSDT,ONT,USDT,USDT,2145496.28843,ontology,Ontology,61.5,434,small,https://www.tradingview.com/chart/?symbol=ONTUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gray,Neutral / Gray,Gray,,,10,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,DYDXBTC,DYDX,BTC,BTC,2426662.5284806,dydx-chain,dYdX,128.5,251,mid,https://www.tradingview.com/chart/?symbol=DYDXBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,123,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DYMBTC,DYM,BTC,BTC,2095027.68847,dymension,Dymension,13.1,1097,small,https://www.tradingview.com/chart/?symbol=DYMBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,13,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DYMUSDT,DYM,USDT,USDT,2095027.68847,dymension,Dymension,13.1,1097,small,https://www.tradingview.com/chart/?symbol=DYMUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,164,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,AIBTC,AI,BTC,BTC,2064486.1039,gensyn,Gensyn,40.4,569,small,https://www.tradingview.com/chart/?symbol=AIBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,116,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,AIUSDT,AI,USDT,USDT,2064486.1039,gensyn,Gensyn,40.4,569,small,https://www.tradingview.com/chart/?symbol=AIUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,6,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,CFXBTC,CFX,BTC,BTC,1990028.43585,conflux-token,Conflux,292.3,154,mid,https://www.tradingview.com/chart/?symbol=CFXBTC,crypto,binance,BTC,False,0,D Ignore,"fresh signal, clean transition",Gray,Neutral / Gray,Blue,,,1,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ETCUSDT,ETC,USDT,USDT,1940809.59,ethereum-classic,Ethereum Classic,1401.2,58,large,https://www.tradingview.com/chart/?symbol=ETCUSDT,crypto,binance,USDT,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Gray,Neutral / Gray,Gray,,,16,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,PYTHUSDT,PYTH,USDT,USDT,1935668.58159,pyth-network,Pyth Network,330.2,141,mid,https://www.tradingview.com/chart/?symbol=PYTHUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,3,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ETCBTC,ETC,BTC,BTC,1940809.59,ethereum-classic,Ethereum Classic,1401.2,58,large,https://www.tradingview.com/chart/?symbol=ETCBTC,crypto,binance,BTC,False,0,D Ignore,"large-cap stability, top market cap, clean transition",Blue,DOWN / Bearish,Blue,,,170,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ONTBTC,ONT,BTC,BTC,2145496.28843,ontology,Ontology,61.5,434,small,https://www.tradingview.com/chart/?symbol=ONTBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,4,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,FLOKIUSDT,FLOKI,USDT,USDT,1925385.73169574,floki,FLOKI,291.9,155,mid,https://www.tradingview.com/chart/?symbol=FLOKIUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,12,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,PYTHBTC,PYTH,BTC,BTC,1935668.58159,pyth-network,Pyth Network,330.2,141,mid,https://www.tradingview.com/chart/?symbol=PYTHBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,7,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,CFXUSDT,CFX,USDT,USDT,1990028.43585,conflux-token,Conflux,292.3,154,mid,https://www.tradingview.com/chart/?symbol=CFXUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,18,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,WUSDT,W,USDT,USDT,1855445.14077,wormhole,Wormhole,75.3,367,small,https://www.tradingview.com/chart/?symbol=WUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,171,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,WBTC,W,BTC,BTC,1855445.14077,wormhole,Wormhole,75.3,367,small,https://www.tradingview.com/chart/?symbol=WBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,44,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ENJUSDT,ENJ,USDT,USDT,1853900.390974,enjincoin,Enjin Coin,87.1,326,small,https://www.tradingview.com/chart/?symbol=ENJUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,40,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,CAKEUSDT,CAKE,USDT,USDT,1852525.37486,pancakeswap-token,PancakeSwap,471.9,110,mid,https://www.tradingview.com/chart/?symbol=CAKEUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,4,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ENJBTC,ENJ,BTC,BTC,1853900.390974,enjincoin,Enjin Coin,87.1,326,small,https://www.tradingview.com/chart/?symbol=ENJBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,134,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,CAKEBTC,CAKE,BTC,BTC,1852525.37486,pancakeswap-token,PancakeSwap,471.9,110,mid,https://www.tradingview.com/chart/?symbol=CAKEBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,27,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ZKPUSDT,ZKP,USDT,USDT,1831866.91943,zkpass,zkPass,15.5,1021,small,https://www.tradingview.com/chart/?symbol=ZKPUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,4,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DUSKUSDT,DUSK,USDT,USDT,1784893.1936,dusk-network,DUSK,87.2,325,small,https://www.tradingview.com/chart/?symbol=DUSKUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,58,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DUSKBTC,DUSK,BTC,BTC,1784893.1936,dusk-network,DUSK,87.2,325,small,https://www.tradingview.com/chart/?symbol=DUSKBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,59,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ZKUSDT,ZK,USDT,USDT,1733996.698177,zksync,ZKsync,148.8,224,mid,https://www.tradingview.com/chart/?symbol=ZKUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,5,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,HEMIUSDT,HEMI,USDT,USDT,1721685.723554,hemi,Hemi,7.6,1391,small,https://www.tradingview.com/chart/?symbol=HEMIUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, fresh signal, clean transition",Blue,DOWN / Bearish,Gray,,,1,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,HUMAUSDT,HUMA,USDT,USDT,1718926.19692,huma-finance,Huma Finance,40.5,570,small,https://www.tradingview.com/chart/?symbol=HUMAUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,28,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DODOUSDT,DODO,USDT,USDT,1636856.436093,dodo,DODO,21.6,863,small,https://www.tradingview.com/chart/?symbol=DODOUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,29,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,BUSDUSDT,BUSD,USDT,USDT,1692463.3392,binance-usd,BUSD,37.8,599,small,https://www.tradingview.com/chart/?symbol=BUSDUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,3,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,DODOBTC,DODO,BTC,BTC,1636856.436093,dodo,DODO,21.6,863,small,https://www.tradingview.com/chart/?symbol=DODOBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,5,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ASRBTC,ASR,BTC,BTC,1634892.3923,as-roma-fan-token,AS Roma Fan Token,9.5,1267,small,https://www.tradingview.com/chart/?symbol=ASRBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,66,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,RNDRUSDT,RNDR,USDT,USDT,1634692.1774,,,,,unknown,https://www.tradingview.com/chart/?symbol=RNDRUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,35,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ASRUSDT,ASR,USDT,USDT,1634892.3923,as-roma-fan-token,AS Roma Fan Token,9.5,1267,small,https://www.tradingview.com/chart/?symbol=ASRUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,100,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,COOKIEUSDT,COOKIE,USDT,USDT,1609111.15291,cookie,Cookie DAO,13.8,1075,small,https://www.tradingview.com/chart/?symbol=COOKIEUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gray,Neutral / Gray,Gray,,,11,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,ZKBTC,ZK,BTC,BTC,1733996.698177,zksync,ZKsync,148.8,224,mid,https://www.tradingview.com/chart/?symbol=ZKBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,73,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,RNDRBTC,RNDR,BTC,BTC,1634692.1774,,,,,unknown,https://www.tradingview.com/chart/?symbol=RNDRBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,39,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ROBOUSDT,ROBO,USDT,USDT,1537284.63617,robo-token-2,Fabric Protocol,49.7,505,small,https://www.tradingview.com/chart/?symbol=BINANCE:ROBOUSDT,crypto,binance,USDT,False,0,D Ignore,not eligible for AI research,,N/A,,,,,False,,Not enough candles: 79
2026-05-21T19:31:06.963628+03:00,LDOUSDT,LDO,USDT,USDT,1607436.757693,lido-dao,Lido DAO,300.7,149,mid,https://www.tradingview.com/chart/?symbol=LDOUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,13,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,SCRUSDT,SCR,USDT,USDT,1597401.208195,scroll,Scroll,8.8,1299,small,https://www.tradingview.com/chart/?symbol=SCRUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gray,Neutral / Gray,Gray,,,18,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,LDOBTC,LDO,BTC,BTC,1607436.757693,lido-dao,Lido DAO,300.7,149,mid,https://www.tradingview.com/chart/?symbol=LDOBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,106,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,SCRBTC,SCR,BTC,BTC,1597401.208195,scroll,Scroll,8.8,1299,small,https://www.tradingview.com/chart/?symbol=SCRBTC,crypto,binance,BTC,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,137,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,EIGENBTC,EIGEN,BTC,BTC,1587282.827103,eigenlayer,EigenCloud (prev. EigenLayer),142.2,236,mid,https://www.tradingview.com/chart/?symbol=EIGENBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,108,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,EIGENUSDT,EIGEN,USDT,USDT,1587282.827103,eigenlayer,EigenCloud (prev. EigenLayer),142.2,236,mid,https://www.tradingview.com/chart/?symbol=EIGENUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,14,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,PARTIUSDT,PARTI,USDT,USDT,1586608.70549,particle-network,Particle Network,13.2,1091,small,https://www.tradingview.com/chart/?symbol=PARTIUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Blue,DOWN / Bearish,Blue,,,76,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,COCOSUSDT,COCOS,USDT,USDT,1531715.9424,,,,,unknown,https://www.tradingview.com/chart/?symbol=COCOSUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gray,Neutral / Gray,Gray,,,18,False,,Latest two closed candles are not same Gold/Blue color
2026-05-21T19:31:06.963628+03:00,HIGHUSDT,HIGH,USDT,USDT,1502104.79007,,,,,unknown,https://www.tradingview.com/chart/?symbol=HIGHUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,32,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,COCOSBTC,COCOS,BTC,BTC,1531715.9424,,,,,unknown,https://www.tradingview.com/chart/?symbol=COCOSBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Blue,DOWN / Bearish,Blue,,,148,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,POLYBTC,POLY,BTC,BTC,1490337.78753,,,,,unknown,https://www.tradingview.com/chart/?symbol=POLYBTC,crypto,binance,BTC,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,33,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,POLYUSDT,POLY,USDT,USDT,1490337.78753,,,,,unknown,https://www.tradingview.com/chart/?symbol=POLYUSDT,crypto,binance,USDT,False,0,D Ignore,clean transition,Gold,UP / Bullish,Gold,,,14,False,,Two-color confirmation did not come immediately after Gray
2026-05-21T19:31:06.963628+03:00,ARKMUSDT,ARKM,USDT,USDT,1472671.21815,arkham,Arkham,82.9,340,small,https://www.tradingview.com/chart/?symbol=ARKMUSDT,crypto,binance,USDT,False,0,D Ignore,"small-cap potential, small-cap high risk, clean transition",Gold,UP / Bullish,Gold,,,9,False,,Two-color confirmation did not come immediately after Gray
